queue_order,person_id,province,excel_row,identity_resolution,candidate_names,current_organization,current_title,current_verification_status,evidence_grade,evidence_url,unresolved_reason
302,FC2515-P05-R0281,河北,281,IDENTITY_ONLY_OFFICIAL_ROSTER,宋炳方,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
303,FC2515-P05-R0282,河北,282,IDENTITY_ONLY_OFFICIAL_ROSTER,张驰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
304,FC2515-P05-R0284,河北,284,IDENTITY_ONLY_OFFICIAL_ROSTER,张海,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
305,FC2515-P05-R0285,河北,285,IDENTITY_ONLY_OFFICIAL_ROSTER,张辉,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
306,FC2515-P05-R0291,河北,291,IDENTITY_ONLY_OFFICIAL_ROSTER,张书军,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
307,FC2515-P05-R0292,河北,292,IDENTITY_ONLY_OFFICIAL_ROSTER,张玉虎,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
308,FC2515-P05-R0297,河北,297,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,张志祥,北京建龙重工集团有限公司,董事长、总裁,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/wm/2026-05-28/doc-inhznkuh8454271.shtml,
309,FC2515-P05-R0298,河北,298,IDENTITY_ONLY_OFFICIAL_ROSTER,张丽英,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
310,FC2515-P05-R0299,河北,299,IDENTITY_ONLY_OFFICIAL_ROSTER,张连水,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
311,FC2515-P05-R0302,河北,302,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,张京红,河北省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202503/t20250307_252646.html,
312,FC2515-P05-R0304,河北,304,IDENTITY_ONLY_OFFICIAL_ROSTER,张建华,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
313,FC2515-P05-R0307,河北,307,IDENTITY_ONLY_OFFICIAL_ROSTER,张洪顺,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
314,FC2515-P05-R0308,河北,308,IDENTITY_ONLY_OFFICIAL_ROSTER,张晓明,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
315,FC2515-P05-R0311,河北,311,IDENTITY_ONLY_OFFICIAL_ROSTER,陆洪兵,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
316,FC2515-P05-R0312,河北,312,IDENTITY_ONLY_OFFICIAL_ROSTER,陈红,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
317,FC2515-P05-R0319,河北,319,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,陈金端,河北省石油业商会,会长,CURRENT_ORG_TITLE_CONFIRMED,B,https://jyz.315i.com/news/4573.html,
318,FC2515-P05-R0322,河北,322,IDENTITY_ONLY_OFFICIAL_ROSTER,林东旭,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
319,FC2515-P05-R0324,河北,324,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,尚得志,河北省工商业联合会,党组成员、副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.xiongan.gov.cn/20260122/60b24034dae34f7e89df3f3d274a13f7/c.html,
320,FC2515-P05-R0329,河北,329,IDENTITY_ONLY_OFFICIAL_ROSTER,周军,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
321,FC2515-P05-R0332,河北,332,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,周超男,润泽智算科技集团股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.hebzx.gov.cn/system/2026/03/11/030377645.shtml,
322,FC2515-P05-R0336,河北,336,IDENTITY_ONLY_OFFICIAL_ROSTER,屈国旺,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
323,FC2515-P05-R0337,河北,337,IDENTITY_ONLY_OFFICIAL_ROSTER,孟连周,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
324,FC2515-P05-R0338,河北,338,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,孟宪明,北京以东科技有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://wap.acfic.org.cn/gdgslgz_14277/202509/t20250915_321374.html,
325,FC2515-P05-R0340,河北,340,IDENTITY_ONLY_OFFICIAL_ROSTER,赵杰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
326,FC2515-P05-R0343,河北,343,IDENTITY_ONLY_OFFICIAL_ROSTER,赵汇行,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
327,FC2515-P05-R0347,河北,347,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,郝旭,河北源达信息技术股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.hebjjrb.cn/system/2026/01/29/102149295.shtml,
328,FC2515-P05-R0348,河北,348,IDENTITY_ONLY_OFFICIAL_ROSTER,胡坤,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
329,FC2515-P05-R0350,河北,350,IDENTITY_ONLY_OFFICIAL_ROSTER,胡廷宝,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
330,FC2515-P05-R0351,河北,351,IDENTITY_ONLY_OFFICIAL_ROSTER,柳向标,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
331,FC2515-P05-R0353,河北,353,IDENTITY_ONLY_OFFICIAL_ROSTER,侯书民,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
332,FC2515-P05-R0354,河北,354,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,姜丙刚,中共衡水市委统一战线工作部 / 衡水市工商业联合会,副部长 / 党组书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.hebeiql.org.cn/system/2026/04/03/030379954.shtml,
333,FC2515-P05-R0355,河北,355,IDENTITY_ONLY_OFFICIAL_ROSTER,宣武兵,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
334,FC2515-P05-R0356,河北,356,IDENTITY_ONLY_OFFICIAL_ROSTER,姚军战,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
335,FC2515-P05-R0357,河北,357,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,姚奎章,河北养元智汇饮品股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://m.sohu.com/a/1068091023_122014422,
336,FC2515-P05-R0359,河北,359,IDENTITY_ONLY_OFFICIAL_ROSTER,贺素成,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
337,FC2515-P05-R0360,河北,360,IDENTITY_ONLY_OFFICIAL_ROSTER,贾锋,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
338,FC2515-P05-R0366,河北,366,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,倪海琼,河北奥润顺达窗业有限公司,总裁,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.eastmoney.com/a/202603083665262811.html,
339,FC2515-P05-R0373,河北,373,IDENTITY_ONLY_OFFICIAL_ROSTER,高彦明,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
340,FC2515-P05-R0375,河北,375,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,郭龙鑫,河北普阳钢铁有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://gxt.hebei.gov.cn/hbgyhxxht/xwzx32/snxw40/2025073109151955704/index.html,
341,FC2515-P05-R0378,河北,378,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,桑树军,中红普林医疗用品股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://disc.static.szse.cn/download/disc/disk03/finalpage/2026-04-27/8a9f5ea0-0d7d-458b-9a49-4ddc5cd8a54b.PDF,
342,FC2515-P05-R0381,河北,381,IDENTITY_ONLY_OFFICIAL_ROSTER,曹淑霞,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
343,FC2515-P05-R0382,河北,382,IDENTITY_ONLY_OFFICIAL_ROSTER,崔建波,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
344,FC2515-P05-R0383,河北,383,IDENTITY_ONLY_OFFICIAL_ROSTER,康文哲,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
345,FC2515-P05-R0388,河北,388,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,葛超众,邯郸盛卓集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202512/t20251209_323112.html,
346,FC2515-P05-R0390,河北,390,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,董旭明,承德市工商业联合会,主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.chengde.gov.cn/art/2026/2/5/art_360_1103368.html,
347,FC2515-P05-R0391,河北,391,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,董香文,河北锦宝石循环资源开发集团,董事长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.acfic.org.cn/gdgslgz/hb/bjgslgz/202512/t20251209_323112.html,
348,FC2515-P05-R0392,河北,392,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,韩力,江苏神通阀门股份有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.sohu.com/a/1070086390_122014422,
349,FC2515-P05-R0398,河北,398,IDENTITY_ONLY_OFFICIAL_ROSTER,温君,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
350,FC2515-P05-R0399,河北,399,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,靳军辉,晶澳太阳能科技股份有限公司,董事、储能事业部董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/stock/relnews/cn/2026-06-04/doc-iniahhrm2359257.shtml,
351,FC2515-P05-R0400,河北,400,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,甄德恩,唐山市工商业联合会,主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://tangshan.huanbohainews.com.cn/2026-02/08/content_50502159.html,
352,FC2515-P05-R0402,河北,402,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,詹国海,河北鑫海控股集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://heb.hebccw.cn/system/2026/03/04/102158454.shtml,
353,FC2515-P05-R0406,河北,406,CURRENT_ROLE_REUSED_WITH_OFFICIAL_ROSTER_CROSSLIST,臧立国,立中四通轻合金集团股份有限公司,终身名誉董事,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.cfi.net.cn/p20260703002817.html,
354,FC2515-P05-R0410,河北,410,IDENTITY_ONLY_OFFICIAL_ROSTER,潘卫东,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.acfic.org.cn/ztzlhz/2022gslhj/2022gslhj_he/202207/t20220715_312762.html,"Official Hebei federation roster confirms this source identity/role, but no sufficiently current and specific public evidence was found in this batch to assign a current organization/title without risking a name-only match."
355,FC2515-P05-R0414,河北,414,CURRENT_PUBLIC_ROLE_IDENTIFIED,霍占利,河北省人民代表大会常务委员会,副秘书长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.hbrd.gov.cn/system/2026/07/24/102207256.shtml,
356,FC2515-P05-R0415,河北,415,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,魏立华,君乐宝乳业集团,董事长兼总裁,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.pjq.gov.cn/yzpj/jjkx/content/post_3479317.html,
357,FC2515-P05-R0416,河北,416,CURRENT_ENTERPRISE_ROLE_IDENTIFIED,魏海金,金沙河集团有限公司,董事长,CURRENT_ORG_TITLE_CONFIRMED,B,https://www.hebjjrb.cn/system/2026/03/30/102167054.shtml,
358,FC2515-P08-R0002,吉林,2,CURRENT_PUBLIC_ROLE_IDENTIFIED,李维斗,吉林省工商业联合会,主席（同时任吉林省政协副主席）,CURRENT_ORG_TITLE_CONFIRMED,A,https://jlzx.gov.cn/dptt/202608/t20260825_3665276.html,
359,FC2515-P08-R0003,吉林,3,CURRENT_PUBLIC_ROLE_IDENTIFIED,唐庆会,中共吉林省委统战部 / 吉林省工商业联合会,副部长 / 党组书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://jlzx.gov.cn/dptt/202608/t20260825_3665276.html,
360,FC2515-P08-R0005,吉林,5,CURRENT_PUBLIC_ROLE_IDENTIFIED,吕兵,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/wm/2026-04-03/doc-inhtfeqz3783831.shtml,
361,FC2515-P08-R0006,吉林,6,CURRENT_PUBLIC_ROLE_IDENTIFIED,徐朝春,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://news.cnjiwang.com/jwyc/202605/4051609.html,
362,FC2515-P08-R0007,吉林,7,CURRENT_PUBLIC_ROLE_IDENTIFIED,李武华,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/roll/2026-09-18/doc-inisfprh8538016.shtml,
363,FC2515-P08-R0032,吉林,32,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,李维斗,吉林省工商业联合会,主席（同时任吉林省政协副主席）,CURRENT_ORG_TITLE_CONFIRMED,A,https://jlzx.gov.cn/dptt/202608/t20260825_3665276.html,
364,FC2515-P08-R0033,吉林,33,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,唐庆会,中共吉林省委统战部 / 吉林省工商业联合会,副部长 / 党组书记,CURRENT_ORG_TITLE_CONFIRMED,A,https://jlzx.gov.cn/dptt/202608/t20260825_3665276.html,
365,FC2515-P08-R0034,吉林,34,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,吕兵,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/wm/2026-04-03/doc-inhtfeqz3783831.shtml,
366,FC2515-P08-R0035,吉林,35,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,徐朝春,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://news.cnjiwang.com/jwyc/202605/4051609.html,
367,FC2515-P08-R0036,吉林,36,CURRENT_ROLE_REUSED_WITH_PROVINCIAL_ROLE_CROSSLIST,李武华,吉林省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,B,https://finance.sina.com.cn/roll/2026-09-18/doc-inisfprh8538016.shtml,
368,FC2515-P10-R0002,江苏,2,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,刘聪,江苏省工商业联合会 / 江苏省总商会,主席 / 会长,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
369,FC2515-P10-R0004,江苏,4,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周海江,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
370,FC2515-P10-R0005,江苏,5,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,沈彬,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
371,FC2515-P10-R0006,江苏,6,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,崔根良,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
372,FC2515-P10-R0008,江苏,8,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,李晓林,江苏省工商业联合会 / 江苏省总商会,副主席 / 副会长（兼）,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
373,FC2515-P10-R0009,江苏,9,HISTORICAL_IDENTITY_ANCHORED_CURRENT_ROLE_UNRESOLVED,郭东升,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/fzxfhz/,郭东升 appears in the older source role but is absent from the latest official July 2026 Jiangsu federation standing-committee/leadership roster; targeted current-role search did not produce sufficiently fresh authoritative evidence to assign a present organization/title safely.
374,FC2515-P10-R0010,江苏,10,HISTORICAL_IDENTITY_ANCHORED_CURRENT_ROLE_UNRESOLVED,熊杰,,,UNRESOLVED_CURRENT_ORG_TITLE,A,https://www.jssh.org.cn/zzjg/fzxfhz/,熊杰 appears in the older source role but is absent from the latest official July 2026 Jiangsu federation standing-committee/leadership roster; targeted current-role search did not produce sufficiently fresh authoritative evidence to assign a present organization/title safely.
375,FC2515-P10-R0011,江苏,11,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,吴卫东,江苏省工商业联合会 / 江苏省总商会,副主席 / 副会长（兼）,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
376,FC2515-P10-R0012,江苏,12,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,陈建华,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
377,FC2515-P10-R0013,江苏,13,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,缪汉根,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
378,FC2515-P10-R0014,江苏,14,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,肖伟,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
379,FC2515-P10-R0015,江苏,15,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋立,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
380,FC2515-P10-R0016,江苏,16,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周江,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
381,FC2515-P10-R0017,江苏,17,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,昝圣达,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
382,FC2515-P10-R0018,江苏,18,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,殷爱国,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
383,FC2515-P10-R0019,江苏,19,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,蒋东良,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
384,FC2515-P10-R0020,江苏,20,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,周立成,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
385,FC2515-P10-R0021,江苏,21,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,徐翔,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
386,FC2515-P10-R0022,江苏,22,CURRENT_ROLE_CONFIRMED_BY_LATEST_OFFICIAL_PROVINCIAL_ROSTER,吴培服,江苏省工商业联合会,副主席,CURRENT_ORG_TITLE_CONFIRMED,A,https://www.jssh.org.cn/zzjg/fzxfhz/,
